Recency,Frequency,Monetary
9,4,1461.16
22,3,321.8
15,2,1739.45
18,3,718.63
119,7,2000.02
13,6,1323.78
19,9,594.6
5,5,1320.12
2,2,207.79
45,3,345.16
26,5,1228.97
43,3,251.07
5,4,605.31
26,4,906.88
9,9,956.31
8,1,1488.17
1,12,464.46
5,2,1356.99
12,4,1252.17
4,7,446.06
128,8,156.02
12,3,527.09
5,2,447.92
7,6,282.58
27,6,765.28
2,9,2655.64
60,3,783.48
98,6,2328.03
9,6,3013.76
18,6,420.64
1,5,484.93
31,3,1320.9
17,7,643.05
10,4,338.73
7,5,757.24
32,2,1123.26
17,3,1334.21
6,7,1031.96
36,2,896.25
25,3,659.03
59,1,391.39
4,6,1766.66
47,7,529.29
34,4,656.15
4,4,1246.32
36,6,404.55
18,6,2251.7
88,7,743.11
5,5,424.39
31,6,946.79
15,3,1125.4
95,6,587.26
13,4,701.81
99,2,849.8
70,8,717.45
10,6,215.06
49,4,306.54
163,4,744.39
9,5,360.11
18,6,1541.94
23,7,2465.43
11,6,1085.47
1,3,195.04
8,4,90.95
10,5,470.21
18,4,948.66
6,6,1231.58
62,5,189.19
37,3,711.62
3,2,253.88
32,5,111.54
32,3,836.15
94,5,770.22
1,5,979.6
9,7,734.3
79,4,143.8
81,8,940.48
39,6,532.09
44,3,475.69
3,3,589.77
22,2,104.05
8,5,1171.89
6,6,662.8
50,8,1496.94
5,1,1157.55
19,1,469.46
84,3,1978.37
7,4,1527.76
115,2,417.7
155,8,624.08
25,6,1152.59
6,7,372.03
12,6,459.33
17,6,154.1
12,5,207.18
10,7,272.6
108,6,682.9
5,3,1265.19
40,6,394.26
1,5,1112.73
28,7,383.43
75,4,921.74
11,5,554.13
7,11,226.05
32,4,1168.97
38,6,1173.03
35,8,93.7
12,4,801.38
9,4,866.66
94,6,737.22
78,7,478.07
19,1,273.8
57,8,686.97
19,1,89.27
17,8,306.26
6,10,845.86
17,5,1291.44
24,5,1673.73
1,7,244.7
18,6,361.68
46,4,1003.77
35,5,1186.29
31,7,1972.88
73,3,983.97
1,3,795.5
25,7,751.14
47,4,288.82
24,5,152.13
12,3,974.96
5,3,918.88
66,5,148.39
20,4,303.82
64,6,2079.72
27,5,196.36
34,6,170.64
49,3,213.45
33,7,850.55
16,5,881.86
22,4,1582.43
49,4,988.14
15,4,409.6
15,5,118.07
4,7,635.63
74,7,2028.8
3,2,402.13
32,6,997.16
16,4,448.27
16,3,928.36
35,5,757.03
3,5,915.31
28,4,399.9
45,7,382.79
53,4,267.04
6,4,563.55
69,4,907.35
33,4,766.0
65,6,517.44
20,2,943.46
24,3,1010.23
76,6,1172.71
70,3,464.98
18,4,496.56
10,10,1539.76
15,3,1381.06
15,6,1128.92
11,4,203.77
10,4,596.74
60,9,1299.94
3,3,1172.41
34,3,742.2
6,10,711.47
13,4,329.0
2,2,281.04
10,6,354.47
44,3,340.51
65,6,531.53
8,6,1218.71
19,8,230.25
20,4,239.68
63,4,621.57
44,9,1570.1
22,3,357.63
34,5,583.9
57,8,914.23
1,5,539.35
16,1,810.62
72,3,1070.96
41,8,1079.22
24,3,294.89
23,5,633.0
13,4,281.51
23,8,940.46
32,3,1606.52
17,5,615.89
38,4,1034.61
60,4,695.28
6,3,663.66
19,6,180.5
16,6,1470.22
35,5,929.3
9,3,648.55
31,2,813.0
63,2,576.02
17,3,445.4
73,5,1329.81
150,6,456.93
4,4,864.55
8,3,249.54
91,6,732.48
96,4,2048.64
4,5,293.64
1,5,494.94
6,8,806.51
166,6,598.82
6,4,263.45
21,3,977.85
57,6,2913.55
1,4,295.25
28,3,1313.43
10,7,1109.43
60,2,158.25
10,3,838.72
35,8,1402.15
34,4,225.74
8,3,387.61
2,6,863.29
16,5,654.9
11,5,1255.28
50,7,307.46
49,4,587.99
19,6,1196.17
28,6,570.6
28,4,713.2
53,8,169.4
17,4,222.47
10,5,943.88
10,6,1125.98
24,6,970.3
18,8,1167.13
18,5,689.87
3,7,1537.25
39,4,386.97
8,5,115.86
7,6,495.07
16,3,1532.98
8,7,789.73
27,3,464.79
14,6,732.83
18,5,884.39
24,5,519.2
7,2,946.4
6,2,1649.74
64,4,1565.99
18,5,1215.71
16,4,1851.4
2,3,262.15
21,8,858.14
25,11,402.46
25,3,569.44
37,7,1865.09
6,3,1242.85
9,3,281.47
50,4,1805.35
89,7,1110.96
5,4,1349.13
21,7,621.57
8,8,894.23
2,6,260.6
12,5,545.06
5,2,1505.72
38,5,459.53
23,3,414.03
5,5,916.07
1,5,717.15
50,4,512.42
6,7,472.77
28,2,597.49
13,3,116.62
27,6,343.78
12,8,1136.59
3,7,872.5
8,7,689.55
7,3,310.7
17,2,768.67
33,6,842.91
10,6,472.84
1,6,175.34
22,1,815.49
28,7,416.24
99,5,661.17
27,8,505.32
20,5,216.72
26,7,182.6
79,6,1011.76
53,8,700.57
12,3,1370.62
9,2,1301.39
10,7,289.55
22,6,385.24
41,6,602.32
21,5,152.8
3,12,416.34
39,6,1720.5
50,8,1238.8
11,7,1087.22
33,7,1810.65
17,3,85.93
66,3,1103.31
56,8,1105.26
23,5,754.36
36,4,224.13
65,7,2340.13
21,8,1283.19
12,3,1723.2
43,2,1018.72
8,4,343.15
15,2,283.55
61,5,1381.84
39,1,374.65
16,4,728.86
8,3,474.99
14,3,1013.42
11,4,640.83
6,8,2321.91
41,4,2477.66
9,5,897.92
19,9,308.81
15,2,352.43
121,6,390.9
15,3,293.15
3,9,770.76
3,10,259.17
27,6,607.71
28,4,717.56
17,2,591.62
17,10,2643.06
2,5,726.59
22,3,626.78
22,3,1349.08
5,7,809.76
4,5,1445.31
4,1,509.27
4,3,1015.2
29,5,832.0
7,4,516.34
9,3,387.46
6,4,921.23
95,4,2140.07
58,4,1953.98
8,3,1363.27
12,2,1230.09
8,7,717.11
21,5,333.73
1,4,186.17
34,6,932.73
23,3,2054.58
69,8,788.75
6,1,1409.79
49,8,859.11
48,6,731.19
5,10,431.25
16,5,443.19
6,3,692.77
9,6,545.52
10,6,1266.89
25,5,1365.95
16,4,998.17
89,10,2171.18
5,8,1491.68
110,4,764.91
8,8,537.07
45,6,957.61
13,6,1770.72
5,4,311.22
59,6,1606.99
12,5,385.52
33,5,540.46
26,4,1326.34
20,5,1364.36
21,6,660.82
40,5,848.37
3,6,2055.84
34,2,2004.58
68,5,739.08
2,6,657.28
5,1,498.8
38,7,248.92
18,7,719.86
16,3,733.4
5,2,552.49
22,10,628.12
5,5,251.97
20,7,762.47
44,5,392.17
9,3,1064.19
20,5,635.93
145,3,1141.85
35,5,3041.18
56,5,265.74
17,5,297.51
44,8,1410.18
2,6,888.0
4,6,1076.72
7,6,145.66
16,4,388.16
57,4,1188.82
13,6,1118.0
32,4,173.85
38,6,910.99
27,6,420.5
14,4,483.61
26,4,574.32
13,5,255.67
3,7,585.59
149,6,1385.59
5,7,482.51
3,6,687.71
64,4,977.44
11,5,917.73
32,4,482.47
12,4,640.14
15,5,811.84
10,3,572.31
13,7,699.98
16,5,2708.12
39,4,1342.98
22,5,1918.3
87,3,849.26
2,3,943.52
21,4,447.54
27,6,1557.88
76,6,158.3
2,4,2465.88
26,6,978.45
58,4,471.65
9,6,1183.08
63,6,349.03
1,6,730.01
40,3,467.98
82,9,551.39
33,1,741.99
18,4,1580.0
2,7,715.3
76,4,277.1
20,5,442.2
1,5,417.09
36,2,2523.7
20,5,415.32
4,8,868.12
8,6,705.05
2,4,547.51
26,3,369.76
30,6,303.57
22,4,1085.82
51,1,1470.98
60,5,286.09
29,4,762.11
1,2,661.45
36,9,255.36
17,6,448.49
26,7,1254.92
32,3,2110.96
13,7,2245.86
75,6,627.04
5,5,900.65
34,4,658.88
1,7,1395.44
78,7,1159.7
4,6,1205.81
3,5,394.57
13,8,607.65
15,4,1276.96
8,3,2142.21
27,8,1644.2
18,4,326.72
2,6,209.59
12,3,1357.09
50,4,401.53
36,7,2617.33
39,6,1325.77
36,1,1068.66
12,8,590.66
4,10,989.23
10,2,406.32
54,5,831.53
119,8,1475.49
21,3,581.35
1,4,703.78
5,6,163.23
12,5,755.56
26,4,907.88
3,4,1245.82
87,3,1920.61
14,9,605.85
74,6,262.58
46,6,655.61
43,8,1283.5
28,8,69.83
30,8,331.98
31,5,385.02
30,5,416.91
25,4,472.57
129,4,485.8
40,2,1004.9
46,5,1232.58
62,3,2050.16
8,7,1054.78
3,7,222.51
20,6,638.78
22,6,1175.39
54,4,621.47
18,9,288.04
26,6,1513.26
23,6,889.52
2,5,1464.51
29,1,1041.85
53,4,1074.24
6,3,699.69
28,6,561.98
28,3,378.33
6,8,998.9
4,3,435.11
118,3,299.86
16,6,242.42
8,6,1096.89
6,6,253.66
34,6,1153.18
29,1,1283.15
31,8,1015.36
3,9,225.54
68,5,1199.99
15,5,778.33
12,5,471.64
19,5,393.98
15,2,649.41
60,5,1192.89
80,9,813.29
11,4,1126.92
60,3,533.43
46,6,613.73
81,4,395.23
9,5,508.45
26,8,1298.12
10,4,535.13
53,3,641.04
1,3,856.22
25,5,635.27
13,7,2001.49
12,3,522.64
32,4,420.17
58,7,818.92
29,5,1277.43
58,9,605.42
10,6,694.9
22,6,156.17
18,6,353.64
1,2,1214.98
25,8,241.89
33,2,136.15
27,3,906.39
40,7,240.8
26,8,1384.84
3,5,1314.94
4,9,660.47
28,3,446.48
10,5,1338.28
3,9,619.28
17,4,1787.17
25,3,196.6
12,5,379.73
39,4,279.73
31,6,163.19
13,3,888.83
43,5,1069.61
32,5,2285.58
31,4,514.38
25,6,533.2
1,2,919.76
36,6,703.23
15,2,456.24
86,8,1463.0
52,5,599.44
27,2,148.7
9,4,559.68
7,2,1171.77
13,4,1229.61
20,3,1421.97
11,4,830.37
22,7,695.31
6,8,2079.21
115,4,832.55
4,7,1023.8
81,13,1500.55
74,3,282.41
23,2,855.03
39,5,489.76
18,3,508.45
30,9,742.16
13,5,402.01
11,4,343.17
26,5,430.55
21,1,496.65
26,4,1256.28
11,5,1038.83
14,6,1513.46
3,4,402.98
2,7,1361.44
9,5,1028.91
3,3,756.65
4,7,351.36
51,4,1202.81
2,5,693.05
33,4,1394.44
10,1,309.99
62,4,1541.01
20,5,1339.21
11,8,1088.53
22,3,1584.89
15,2,1421.58
25,4,1360.97
4,7,420.28
175,6,635.93
17,10,845.92
13,2,756.14
38,3,857.93
14,5,803.35
54,6,1376.5
19,6,515.29
39,5,563.91
4,5,321.86
57,5,1530.88
40,2,886.74
8,1,976.79
5,3,1071.35
12,6,1428.22
112,5,168.49
9,2,2872.5
19,4,530.8
1,7,806.0
16,6,2640.39
26,3,306.46
92,4,968.85
22,5,1107.69
52,3,1043.73
24,3,816.29
2,6,509.47
12,4,1812.54
26,6,733.71
91,4,319.51
59,2,177.62
8,5,983.84
8,4,714.32
7,3,1103.21
77,3,350.95
58,2,758.64
45,5,660.64
15,4,1539.55
22,5,469.9
19,5,180.47
9,5,2123.58
22,5,73.3
1,8,867.79
5,8,1145.1
66,4,896.46
42,3,347.03
17,7,553.46
22,10,665.21
14,7,724.0
41,2,330.9
47,2,1149.14
44,4,732.75
39,7,2174.14
7,4,546.03
13,5,119.2
20,2,440.39
13,5,115.2
43,5,1593.75
12,7,734.54
5,6,647.95
16,5,1577.47
118,7,756.76
8,12,1113.7
29,4,1054.81
18,5,1155.84
3,9,2150.81
21,8,674.71
37,8,2138.31
22,9,172.28
62,6,918.12
11,6,854.67
3,5,846.16
83,5,821.87
15,4,1174.27
26,4,518.21
48,6,419.52
12,4,541.54
38,7,1289.4
5,4,399.63
11,3,1339.93
5,2,1201.15
51,6,307.69
8,6,1511.04
38,4,889.45
87,8,2167.16
23,4,220.15
24,6,1154.89
19,5,1135.77
12,6,1815.98
20,4,702.66
28,3,1501.31
129,2,2721.9
84,5,431.95
60,2,506.61
66,5,564.91
19,4,678.36
33,7,369.75
68,4,539.98
15,8,820.77
98,4,1658.31
17,7,881.08
28,5,309.41
38,6,1894.83
91,5,1285.11
9,3,1526.87
42,3,690.26
23,7,903.11
10,7,1462.18
45,4,854.85
25,4,1180.92
33,5,317.67
12,5,362.61
20,4,1547.48
29,6,2318.73
16,3,343.85
7,5,366.94
98,5,951.41
22,6,950.48
40,8,1023.9
16,6,520.1
14,5,870.12
16,3,1402.09
16,6,795.12
24,6,1225.06
24,5,1346.58
21,7,1400.11
5,5,358.88
21,4,1217.42
6,3,279.87
5,7,1230.79
81,8,1227.46
28,3,3220.76
33,4,756.55
16,6,689.94
72,6,385.92
31,3,329.05
44,4,1032.97
14,6,916.13
97,6,483.19
52,8,1246.63
58,6,612.36
6,7,639.87
10,2,1183.36
11,3,211.69
10,7,1456.64
59,3,112.84
1,6,210.63
3,5,598.4
10,10,151.36
7,6,273.84
8,5,528.52
48,4,239.63
25,4,596.12
1,6,808.43
17,9,994.65
16,6,671.43
4,6,65.49
34,5,938.04
37,7,1569.05
39,6,497.13
40,2,1205.6
1,5,411.66
93,3,789.0
51,6,1162.32
71,3,412.75
1,6,732.13
82,8,909.18
50,3,767.82
55,5,668.83
3,3,490.06
41,7,1809.25
97,3,1915.26
35,6,1157.67
26,6,405.95
88,4,954.59
18,4,801.8
28,3,368.82
20,5,221.47
82,6,449.1
3,2,442.88
21,6,1185.35
35,2,1074.44
48,9,3834.14
27,5,1360.82
72,4,969.96
86,5,602.69
2,4,854.43
16,5,230.57
1,8,209.94
12,4,1104.69
24,7,485.11
73,4,1066.31
57,4,957.45
5,3,565.21
3,3,1650.17
27,5,176.42
23,7,142.92
10,4,410.27
69,5,1553.92
79,5,423.26
16,3,623.5
67,7,490.4
15,6,1326.12
41,3,1164.3
20,5,610.97
4,7,402.41
79,6,375.51
19,7,305.99
40,10,311.48
14,6,1810.79
1,4,1794.4
4,4,759.6
21,7,149.72
36,7,1432.28
13,5,2101.44
36,6,450.6
36,8,591.81
37,4,1900.6
21,6,237.4
74,6,1649.74
21,3,2983.42
18,4,1375.67
7,3,992.22
12,7,691.4
2,5,582.23
31,14,1046.72
9,2,1827.57
11,4,3871.0
45,6,326.67
12,6,1323.59
9,5,665.73
6,5,1159.63
45,8,252.25
5,4,2263.21
19,5,348.45
22,3,580.66
35,6,1302.94
31,8,252.79
50,3,566.97
2,3,647.35
11,2,323.86
10,9,622.97
5,3,446.02
11,4,1384.52
12,3,892.72
23,7,149.49
33,7,412.15
15,6,265.22
39,5,389.99
13,6,901.08
11,3,1812.29
24,10,377.64
1,4,1246.33
3,4,356.96
17,4,87.11
86,3,626.28
39,2,638.88
3,9,262.81
57,3,418.5
40,6,770.69
29,2,1543.04
52,5,600.67
16,4,1456.76
8,4,414.61
22,6,732.62
24,6,918.86
24,7,707.06
25,4,653.89
90,2,1397.18
70,3,922.15
63,3,1486.08
49,3,778.34
87,6,459.25
4,8,84.39
10,3,177.47
21,6,1250.01
57,7,852.65
22,6,428.78
42,8,1223.62
5,5,1410.52
9,5,689.26
40,5,533.92
6,6,1143.36
13,7,880.79
10,1,485.9
13,11,890.87
37,5,758.27
14,3,123.89
25,4,1166.49
4,4,1987.66
50,7,928.95
14,5,914.07
32,3,688.19
39,5,371.11
8,5,362.73
65,4,575.34
29,7,397.25
17,3,692.82
7,3,66.84
86,4,445.98
43,5,274.76
7,3,1433.27
13,4,2248.47
50,2,197.31
36,2,1742.13
44,4,645.47
18,3,1115.13
38,8,793.7
15,5,2098.29
8,4,400.17
31,6,1123.58
112,5,886.25
12,2,1023.65
19,7,1592.78
34,4,1025.18
24,5,404.82
56,6,983.76
44,3,551.02
2,6,1312.53
194,6,899.28
42,5,217.18
60,5,239.12
32,5,1069.72
59,7,1665.76
4,3,1230.14
13,9,525.72
63,5,1521.45
7,7,509.88
3,2,473.25
47,5,1114.16
55,2,206.98
6,3,1844.35
58,9,580.59
35,5,1426.24
23,8,2032.79
54,8,435.3
17,8,1789.58
7,5,329.71
11,5,443.95
22,6,444.51
23,5,1037.5
50,3,424.89
48,9,275.31
27,5,596.48
46,4,442.28
7,8,1913.63
2,8,526.18
63,6,1208.16
3,2,242.1
9,8,657.7
36,4,1945.6
16,5,1222.3
63,3,2815.32
11,4,437.37
1,5,1313.16
11,6,57.81
26,8,1329.7
15,4,676.11
23,5,413.06
63,3,295.8
74,3,740.89
10,5,2261.64
19,5,667.83
24,4,669.6
90,5,614.7
198,8,376.4
9,6,1916.04
39,5,1408.58
15,5,756.67
1,4,155.01
1,5,774.57
19,3,537.72
21,3,343.11
1,4,713.95
35,3,405.49
11,8,701.14
25,7,615.35
11,7,292.11
6,6,1141.1
16,6,1146.63
8,3,112.46
23,5,820.31
7,4,291.39
22,10,676.29
6,3,1551.07
34,4,135.06
43,9,1450.83
4,8,70.55
19,7,771.42
3,7,454.51
28,2,544.44
10,5,393.19
23,3,917.03
22,5,1635.25
78,5,477.33
24,3,527.02
27,6,254.69
16,5,426.79
90,2,1182.01
46,3,1036.37
11,5,590.26
56,3,663.16
17,3,1787.53
53,7,1563.32
52,2,333.02
7,3,1804.26
37,6,668.29
11,5,1038.78
11,6,2088.63
11,11,2454.34
39,2,784.21
8,2,1393.94
1,7,474.17
38,6,1468.55
6,6,716.2
4,7,1182.4
9,7,720.36
15,6,265.96
20,6,220.14
2,5,562.56
106,9,954.68
38,3,526.92
12,5,429.37
12,5,900.87
18,5,56.78
30,3,1005.4
5,3,1405.73
7,5,1158.58
59,4,1455.42
9,3,204.74
15,7,811.3
62,5,1035.74
33,4,1020.98
13,5,805.24
35,6,1717.87
1,6,2195.94
40,5,921.11
21,4,695.52
51,5,1127.97
93,4,859.2
79,5,1481.42
72,5,941.25
22,2,692.3
14,5,1224.7
19,4,707.37
36,7,217.3
65,8,1172.29
7,7,1739.89
76,4,813.31
51,4,1502.34
116,3,585.63
64,4,1654.62
10,7,472.68
4,8,944.85
4,5,346.34
11,6,926.37
29,6,734.64
49,4,114.48
69,9,1048.72
30,7,508.11
1,4,413.2
7,2,1351.72
4,3,619.2
14,5,489.32
21,4,986.59
2,5,678.62
13,8,567.5
6,5,177.57
32,6,292.61
19,8,424.29
21,4,537.78
17,5,197.34
94,7,732.04
8,4,1401.15
22,5,565.65
40,2,543.5
25,5,777.46
80,4,1674.85
15,4,957.04
19,5,608.35
3,5,735.4
29,4,2514.75
11,3,757.66
6,2,3065.38
24,7,413.69
23,5,612.75
3,4,993.44
36,4,478.12
30,4,953.16
7,5,589.3
20,2,1992.56
39,8,1037.84
23,3,449.69
16,8,1993.38
12,8,984.28
29,4,826.21
84,6,2734.63
34,5,3500.85
3,3,2012.58
19,7,501.78
67,5,488.27
3,4,249.79
135,6,578.92
90,2,615.3
3,6,1010.28
82,5,252.63
14,10,908.19
56,3,376.74
17,4,605.42
18,9,341.33
31,5,364.58
45,7,478.83
2,5,171.73
27,4,553.56
7,9,738.29
13,4,596.55
13,5,2282.58
19,5,683.49
13,6,590.08
4,5,197.97
5,8,1067.99
2,7,799.8
20,7,1853.89
93,8,1254.62
4,5,246.28
88,8,254.95
40,8,1369.2
31,6,308.16
32,2,694.05
53,3,287.43
4,10,590.38
22,5,1309.71
36,3,1399.24
27,2,1049.37
54,3,640.66
3,4,685.12
36,6,1326.09
23,5,151.03
15,4,342.76
13,3,721.63
30,5,862.95
67,3,1666.07
21,4,507.98
53,2,1812.6
16,1,1245.98
4,3,555.94
2,3,330.99
2,5,252.01
15,5,1118.6
13,4,1240.77
38,4,450.6
41,4,457.71
2,2,1220.09
8,2,514.42
10,3,435.71
24,5,1601.38
5,5,252.13
5,5,210.24
87,6,3598.57
49,7,98.13
6,6,613.61
16,3,1634.6
14,6,682.8
47,6,170.41
22,3,638.98
5,7,847.64
41,5,1420.24
16,5,693.6
10,5,170.44
15,4,743.75
21,7,450.08
13,8,2206.88
9,8,841.21
16,3,771.02
1,4,867.6
45,3,341.23
6,4,580.14
2,7,950.37
32,7,1348.7
45,2,1387.3
51,7,1131.42
21,5,1862.07
7,8,713.4
41,3,933.93
37,4,698.64
9,7,1033.77
71,6,1216.91
4,5,273.15
122,4,473.37
60,5,896.08
35,7,358.43
84,7,356.19
39,8,436.77
7,5,259.16
18,7,291.56
3,5,350.61
15,5,350.89
41,3,265.97
15,3,975.93
13,12,828.75
28,3,1512.83
62,5,477.71
2,6,276.92
15,5,366.47
6,4,1471.59
36,6,1465.51
4,4,1026.2
33,8,374.95
11,3,495.23
7,5,839.59
83,8,620.98
1,7,1009.45
18,3,1499.58
1,6,1121.93
20,5,626.54
21,8,2121.44
12,7,1598.85
5,7,90.43
15,5,279.76
34,5,371.22
46,7,585.24
23,9,1443.9
27,1,363.15
7,3,542.92
11,5,948.54
6,2,577.81
9,2,1524.02
8,4,805.09
22,5,780.45
25,2,653.79
87,6,344.46
7,4,811.5
31,6,258.67
51,6,985.44
25,6,1512.02
9,6,798.99
10,6,933.74
2,4,545.87
11,6,1488.32
41,4,647.62
2,4,988.01
8,4,596.65
37,4,896.43
46,6,529.04
19,6,1064.48
36,4,115.96
15,4,1068.72
6,4,2094.86
16,5,1230.43
27,6,681.38
89,6,616.05
3,7,1048.63
22,5,453.59
12,3,651.59
22,7,349.22
1,6,1318.85
12,3,689.49
52,1,847.26
25,7,325.05
18,3,1032.07
11,5,548.46
11,4,778.29
15,4,669.04
55,5,1559.13
103,4,326.34
18,6,1965.04
15,5,547.39
57,6,228.07
17,12,743.25
25,3,705.75
8,5,317.26
41,5,3293.89
23,4,1475.58
50,7,1565.46
46,6,1512.65
8,3,553.79
38,7,2795.37
49,8,1051.77
13,9,790.26
6,3,445.34
1,5,755.41
18,7,633.44
14,6,976.91
25,5,496.55
7,8,1461.38
59,3,587.28
9,6,713.49
8,5,560.31
20,4,835.49
21,9,1119.7
8,4,2360.9
10,5,599.08
6,6,619.6
39,6,732.64
45,9,357.23
19,7,194.29
38,7,403.31
40,5,253.91
5,4,537.73
102,5,672.31
52,6,274.04
7,2,654.73
7,5,829.55
5,3,1156.8
5,6,537.68
42,6,414.66
20,4,354.96
46,8,693.82
42,4,952.03
28,3,738.81
35,2,599.99
1,5,2417.58
12,6,904.5
31,2,502.95
1,5,668.99
2,5,232.81
58,7,1089.69
35,2,543.63
10,7,635.44
35,7,1007.09
48,5,1026.11
11,6,1217.83
2,9,157.98
81,6,529.92
13,4,357.7
4,5,968.95
21,4,1012.56
44,4,532.59
8,7,1317.7
10,6,759.24
9,5,1865.87
144,2,172.95
7,8,723.48
26,1,671.13
78,4,390.22
5,3,1088.22
107,4,1297.34
89,3,142.38
65,2,1341.54
8,6,1971.7
31,8,890.78
43,2,326.02
129,3,1241.92
6,5,321.81
44,7,1548.27
13,3,257.84
6,5,1518.91
17,5,226.91
48,4,611.86
19,4,1151.09
24,3,1322.87
160,5,1277.91
16,4,2067.81
29,2,1238.25
14,3,320.88
15,2,345.81
36,9,869.89
84,7,505.44
24,4,1223.53
44,6,717.08
3,3,1121.35
8,7,510.47
21,4,1374.79
1,5,688.96
9,3,1107.74
22,4,912.59
1,7,784.54
10,5,430.19
22,3,322.76
26,6,1980.41
79,5,975.97
32,8,510.35
17,7,429.88
80,5,550.38
47,6,741.87
7,3,1222.86
5,6,222.11
34,6,266.15
25,4,556.4
47,3,707.8
41,6,787.5
30,9,1636.64
129,6,558.82
23,5,112.64
4,4,643.77
53,5,1483.81
9,5,1041.98
46,4,407.2
95,2,120.01
36,4,1368.8
28,5,1668.18
19,5,252.04
14,6,962.53
14,3,1228.3
31,3,105.04
42,5,1119.65
35,3,1097.05
7,8,1618.25
21,4,544.74
48,2,325.49
20,3,1091.88
24,6,1305.7
45,4,592.8
33,1,1166.64
16,6,990.67
68,2,1404.73
6,8,425.97
163,5,838.72
4,6,967.46
1,8,716.71
67,4,1073.05
9,4,1278.09
40,3,1524.82
50,2,691.18
59,4,828.46
144,3,524.53
11,4,662.27
38,2,3040.17
4,6,365.37
16,2,1450.12
57,3,779.24
14,4,623.88
27,4,656.92
22,3,111.89
32,7,647.95
109,6,344.58
2,3,454.21
26,2,1103.26
60,6,930.11
20,7,1336.88
3,6,816.92
25,7,936.06
13,5,825.18
6,8,663.07
57,4,1514.25
23,4,1494.11
82,4,1348.2
50,5,697.94
36,5,718.87
1,5,1313.29
17,5,1193.35
7,4,301.72
73,5,1729.94
6,5,986.33
11,6,460.41
22,4,535.37
10,5,1423.62
8,6,1066.85
28,3,1949.5
3,3,1925.24
2,6,1729.15
14,6,788.06
39,4,1401.89
25,7,2622.17
17,7,580.61
26,5,964.56
14,6,283.27
83,3,1045.74
2,4,108.71
34,6,177.97
67,3,1882.67
49,7,257.0
7,5,1241.39
11,6,858.1
38,4,745.16
3,8,721.07
51,4,563.06
39,3,975.04
40,3,501.49
4,5,502.76
38,5,716.11
35,2,413.85
54,5,100.42
2,4,1242.53
1,5,1654.47
15,6,1094.27
5,9,275.41
25,2,70.91
75,5,423.4
15,4,764.15
56,2,169.86
1,6,1355.36
6,6,286.03
1,4,1201.62
12,2,443.26
72,8,665.78
4,8,982.46
28,6,452.34
19,9,783.87
84,6,1972.14
4,5,630.59
8,7,656.53
1,6,628.62
18,4,837.59
10,3,1089.45
62,6,1350.83
28,4,1062.25
29,5,523.86
23,6,646.67
3,4,419.74
18,6,379.52
229,6,229.13
55,5,552.56
68,5,568.02
52,3,838.55
4,5,1054.22
8,5,839.11
1,2,487.6
11,4,1465.47
4,4,98.39
20,5,476.54
34,4,1265.24
63,6,449.06
42,2,510.47
84,11,209.06
2,4,1570.85
1,9,658.89
33,3,753.32
11,3,768.91
9,6,572.86
13,4,1089.35
10,8,1000.47
22,3,781.54
18,7,337.06
22,6,301.73
34,5,948.21
15,4,281.39
9,2,753.89
6,1,621.01
13,7,799.68
41,5,408.34
43,6,1607.79
33,6,2291.64
8,2,291.74
27,7,247.02
26,5,232.88
20,4,276.34
24,7,255.23
21,5,1609.51
26,6,546.8
38,5,214.35
4,6,347.4
42,3,1171.86
5,6,631.68
3,3,792.13
112,6,770.22
95,3,161.23
2,4,398.27
18,3,521.18
7,3,287.42
20,5,1622.21
54,3,516.29
91,7,322.4
31,9,2419.58
14,6,564.68
28,5,258.49
12,1,93.05
73,5,1017.32
62,6,628.08
25,8,1471.54
12,11,737.96
11,7,2521.86
2,4,906.69
51,7,871.29
18,4,179.02
12,4,429.32
20,3,2464.89
52,5,1822.22
4,9,1245.21
59,6,831.14
69,3,421.99
88,3,1210.27
16,6,227.63
8,5,201.31
15,4,1634.92
13,6,306.85
6,5,966.03
29,4,1064.28
20,7,2096.05
61,6,736.79
1,3,633.4
31,6,415.41
44,4,1495.67
43,4,412.72
66,5,1725.72
40,10,798.49
79,1,1118.31
13,3,168.97
21,5,806.2
1,8,3093.55
1,5,957.46
9,3,330.62
4,5,2563.79
10,6,303.07
6,3,1179.8
1,6,415.58
73,5,551.07
1,4,944.57
40,4,1265.85
5,7,739.73
73,4,728.66
67,6,975.32
32,4,390.12
34,7,748.78
1,6,331.8
126,5,1620.74
64,8,2236.59
68,5,659.83
33,4,1120.07
13,5,714.57
68,5,349.68
11,6,942.51
25,5,1272.55
4,9,450.62
77,5,1585.01
5,8,379.24
8,8,1157.8
25,10,1107.29
44,7,1285.99
29,7,256.18
8,9,231.91
1,6,525.47
43,4,2119.16
127,7,112.63
50,3,1226.29
19,4,1428.42
71,8,1466.81
16,7,390.3
23,3,100.58
20,2,2363.49
18,2,322.78
45,4,1399.63
23,4,868.83
12,2,1579.1
9,4,754.89
2,6,818.37
27,4,485.99
8,5,929.85
5,4,546.81
32,5,316.91
35,8,373.2
42,4,1190.36
22,2,787.95
68,4,1446.45
83,4,305.47
50,3,1282.17
31,5,384.41
11,4,1913.5
123,7,662.37
10,5,264.86
7,5,483.66
18,4,411.61
2,5,1705.24
116,4,848.92
27,9,1297.49
25,8,1184.29
32,5,2258.48
21,3,992.46
1,4,640.1
29,3,357.47
